GDP Implicit Price Deflators (all countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CountryID,Country,Currency,Measure,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
12,Algeria,Algerian Dinar,GDP Index current prices - NC,0.15,0.16,0.19,0.22,0.33,0.37,0.44,0.52,0.63,0.77,0.97,1.14,1.24,1.40,1.58,1.74,1.77,1.87,2.08,2.52,3.31,5.15,6.42,7.10,8.88,11.97,15.34,16.60,16.90,19.33,24.62,25.44,27.09,31.43,36.79,45.25,50.87,55.96,66.08,59.64,71.75,87.29,96.99,99.61,103.09,100.00,104.80,112.95,122.38,122.23,112.03
12,Algeria,US dollar,GDP Index current prices - USD,3.11,3.23,4.32,5.56,7.99,9.37,10.69,12.65,15.89,20.00,25.46,26.67,27.17,29.34,31.83,34.86,37.91,38.76,35.34,33.34,37.20,28.05,29.59,30.63,25.50,25.29,28.22,28.96,28.97,29.24,32.94,33.17,34.23,40.89,51.41,62.18,70.51,81.32,103.03,82.67,97.13,120.51,125.96,126.37,128.82,100.00,96.42,102.48,105.69,103.12,88.98
12,Algeria,US dollar,GDP Index constant prices - USD,21.00,19.00,23.23,24.23,25.15,26.61,28.26,30.92,34.06,36.61,36.90,38.01,40.44,42.62,45.01,46.68,46.86,46.54,46.07,48.10,48.48,47.90,48.76,47.74,47.31,49.11,51.12,51.68,54.32,56.06,58.19,59.93,63.29,67.85,70.76,74.94,76.21,78.80,80.69,81.99,84.94,87.40,90.37,92.90,96.43,100.00,103.20,104.54,105.80,106.64,101.42
12,Algeria,Algerian Dinar,Implicit Price Deflator - NC,0.73,0.83,0.83,0.90,1.32,1.38,1.56,1.68,1.84,2.09,2.63,3.01,3.06,3.27,3.50,3.73,3.78,4.01,4.51,5.24,6.83,10.75,13.16,14.88,18.77,24.38,30.01,32.11,31.11,34.49,42.31,42.44,42.80,46.32,52.00,60.38,66.75,71.02,81.89,72.75,84.48,99.88,107.32,107.22,106.90,100.00,101.55,108.04,115.67,114.62,110.47
12,Algeria,US dollar,Implicit Price Deflator - USD,14.79,17.01,18.61,22.95,31.77,35.22,37.84,40.90,46.65,54.64,68.98,70.17,67.18,68.84,70.71,74.69,80.89,83.29,76.71,69.33,76.74,58.57,60.67,64.17,53.91,51.49,55.20,56.04,53.33,52.16,56.60,55.35,54.09,60.27,72.65,82.97,92.52,103.20,127.67,100.83,114.35,137.88,139.37,136.03,133.58,100.00,93.43,98.03,99.90,96.70,87.74
20,Andorra,Euro,GDP Index current prices - NC,1.66,1.88,2.20,2.66,3.25,3.82,4.60,5.84,7.14,8.35,9.68,10.86,12.49,14.22,16.05,17.83,20.42,22.83,25.42,28.48,31.72,34.79,37.47,38.76,41.22,44.45,46.89,52.28,54.76,58.56,61.69,68.75,74.20,83.22,92.72,101.05,109.57,114.84,110.93,105.18,103.49,103.69,98.70,95.63,97.94,100.00,104.07,105.62,108.38,112.09,99.73
20,Andorra,US dollar,GDP Index current prices - USD,3.57,4.06,5.15,6.84,8.46,9.99,10.31,11.52,13.98,18.67,20.25,17.65,17.06,14.88,14.98,15.73,21.87,27.74,32.73,36.09,46.69,50.22,54.90,45.69,46.17,53.48,55.54,53.57,54.99,56.25,51.24,55.47,62.97,84.68,103.81,113.31,123.94,141.73,146.51,131.75,123.59,129.96,114.35,114.48,117.16,100.00,103.80,107.58,115.41,113.14,102.71
20,Andorra,US dollar,GDP Index constant prices - USD,32.12,33.62,36.36,39.19,41.39,41.62,42.99,44.21,44.86,44.88,45.87,45.81,46.38,47.20,48.04,49.16,50.76,53.57,56.30,59.02,61.25,62.81,63.39,62.74,64.23,66.00,67.76,73.90,76.27,79.39,80.32,86.84,90.79,98.68,106.71,112.47,117.88,119.71,113.05,107.06,104.94,104.93,99.71,96.18,98.59,100.00,103.71,104.07,105.72,107.85,94.96
20,Andorra,Euro,Implicit Price Deflator - NC,5.18,5.59,6.06,6.78,7.86,9.18,10.70,13.20,15.92,18.62,21.10,23.71,26.93,30.13,33.41,36.28,40.22,42.61,45.14,48.26,51.79,55.38,59.10,61.78,64.18,67.35,69.20,70.74,71.80,73.76,76.80,79.17,81.73,84.33,86.90,89.85,92.95,95.94,98.12,98.25,98.62,98.81,98.98,99.43,99.34,100.00,100.35,101.49,102.52,103.93,105.02
20,Andorra,US dollar,Implicit Price Deflator - USD,11.10,12.07,14.15,17.46,20.45,24.00,23.99,26.07,31.16,41.61,44.16,38.53,36.78,31.52,31.17,32.01,43.09,51.77,58.14,61.16,76.23,79.96,86.60,72.83,71.88,81.03,81.96,72.48,72.10,70.86,63.80,63.88,69.36,85.82,97.28,100.75,105.14,118.39,129.59,123.06,117.77,123.85,114.67,119.03,118.84,100.00,100.08,103.37,109.16,104.90,108.16
24,Angola,Kwanza,GDP Index current prices - NC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.16,0.88,1.89,4.77,9.53,14.10,23.10,30.18,35.89,47.62,39.98,55.21,75.27,87.63,94.59,102.68,100.00,118.63,145.25,183.71,233.84,258.27
24,Angola,US dollar,GDP Index current prices - USD,3.28,3.45,3.53,4.32,4.84,3.57,3.43,3.74,4.17,4.63,6.15,5.76,5.76,6.00,6.36,7.84,7.36,8.47,9.15,10.64,11.76,13.93,16.00,11.59,11.93,5.72,7.51,8.80,7.42,7.08,10.51,10.28,13.16,15.33,20.27,31.82,45.08,56.17,76.20,60.51,72.12,96.21,110.21,117.66,125.40,100.00,87.03,105.10,87.23,76.96,53.62
24,Angola,US dollar,GDP Index constant prices - USD,22.92,24.30,24.35,26.32,27.14,25.78,24.44,24.63,23.33,23.40,23.96,22.91,22.91,23.87,25.30,26.19,27.02,28.91,30.52,30.64,30.50,30.80,29.01,22.05,22.34,25.70,29.18,31.30,32.77,33.48,34.50,35.59,40.76,41.98,46.58,53.58,59.82,68.20,75.81,76.46,80.18,82.96,90.05,94.51,99.07,100.00,97.42,97.28,95.33,94.73,90.90
24,Angola,Kwanza,Implicit Price Deflator - NC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.49,2.55,5.31,11.70,22.69,30.28,43.11,50.45,52.62,62.82,52.29,68.86,90.74,97.32,100.08,103.65,100.00,121.77,149.31,192.71,246.85,284.11
24,Angola,US dollar,Implicit Price Deflator - USD,14.29,14.19,14.50,16.40,17.85,13.85,14.02,15.18,17.88,19.79,25.69,25.15,25.15,25.15,25.15,29.94,27.23,29.31,29.97,34.74,38.55,45.21,55.15,52.57,53.39,22.25,25.74,28.12,22.63,21.15,30.45,28.90,32.28,36.52,43.52,59.39,75.37,82.37,100.51,79.14,89.95,115.97,122.39,124.49,126.59,100.00,89.34,108.05,91.50,81.23,58.99
660,Anguilla,East Caribbean Dollar,GDP Index current prices - NC,0.88,1.01,1.17,1.35,1.55,1.79,2.07,2.39,2.75,3.18,3.67,4.23,4.88,5.64,6.54,8.21,10.61,13.23,16.56,20.61,22.87,23.51,25.55,27.86,31.09,31.38,33.14,37.11,41.94,44.56,45.45,46.87,47.69,51.65,60.84,69.28,85.65,107.28,107.66,86.04,81.54,88.71,86.08,86.58,95.50,100.00,96.44,85.03,97.56,113.98,78.19
660,Anguilla,US dollar,GDP Index current prices - USD,1.18,1.39,1.64,1.85,2.04,2.23,2.14,2.39,2.75,3.18,3.67,4.23,4.88,5.64,6.54,8.21,10.61,13.23,16.56,20.61,22.87,23.51,25.55,27.86,31.09,31.38,33.14,37.11,41.94,44.56,45.45,46.87,47.69,51.65,60.84,69.28,85.65,107.28,107.66,86.04,81.54,88.71,86.08,86.58,95.50,100.00,96.44,85.03,97.56,113.98,78.19
660,Anguilla,US dollar,GDP Index constant prices - USD,12.32,12.01,13.40,13.96,13.93,14.41,14.63,14.66,15.75,17.25,18.09,18.76,18.55,18.57,19.40,21.89,24.68,27.30,31.55,34.24,42.97,35.16,45.26,48.62,52.51,51.29,52.58,58.19,64.19,66.56,67.53,69.04,66.49,70.54,80.04,90.54,108.51,123.60,122.01,99.38,94.79,98.37,92.61,92.16,96.47,100.00,97.55,91.09,98.87,104.34,73.17
660,Anguilla,East Caribbean Dollar,Implicit Price Deflator - NC,7.11,8.41,8.70,9.64,11.15,12.44,14.13,16.28,17.48,18.42,20.27,22.55,26.32,30.35,33.73,37.49,42.98,48.46,52.49,60.20,53.23,66.87,56.46,57.32,59.21,61.19,63.03,63.77,65.34,66.95,67.30,67.89,71.73,73.21,76.01,76.52,78.93,86.80,88.24,86.58,86.02,90.18,92.95,93.95,99.00,100.00,98.86,93.34,98.67,109.24,106.86
660,Anguilla,US dollar,Implicit Price Deflator - USD,9.58,11.56,12.23,13.28,14.66,15.48,14.59,16.28,17.48,18.42,20.27,22.55,26.32,30.35,33.73,37.49,42.98,48.46,52.49,60.20,53.23,66.87,56.46,57.32,59.21,61.19,63.03,63.77,65.34,66.95,67.30,67.89,71.73,73.21,76.01,76.52,78.93,86.80,88.24,86.58,86.02,90.18,92.95,93.95,99.00,100.00,98.86,93.34,98.67,109.24,106.86
28,Antigua and Barbuda,East Caribbean Dollar,GDP Index current prices - NC,1.88,2.25,3.00,4.25,4.75,5.14,5.14,6.05,6.85,8.43,10.06,11.38,12.61,14.01,15.85,18.31,21.73,25.22,29.82,32.83,34.37,36.04,37.35,40.04,44.10,43.19,47.41,50.92,54.45,57.32,58.64,57.89,60.04,62.84,67.21,75.93,85.96,97.43,102.50,91.89,85.94,85.11,89.77,88.39,93.49,100.00,107.47,109.82,120.14,126.25,102.52
28,Antigua and Barbuda,US dollar,GDP Index current prices - USD,2.53,3.08,4.22,5.86,6.25,6.39,5.31,6.05,6.85,8.43,10.06,11.38,12.61,14.01,15.85,18.31,21.73,25.22,29.82,32.83,34.37,36.04,37.35,40.04,44.10,43.19,47.41,50.92,54.45,57.32,58.64,57.89,60.04,62.84,67.21,75.93,85.96,97.43,102.50,91.89,85.94,85.11,89.77,88.39,93.49,100.00,107.47,109.82,120.14,126.25,102.52
28,Antigua and Barbuda,US dollar,GDP Index constant prices - USD,21.20,22.78,24.47,26.55,27.45,25.94,23.62,25.34,26.24,29.06,31.01,32.54,32.67,34.91,37.51,40.42,43.82,47.63,51.24,53.93,55.56,56.77,57.43,60.46,64.49,61.68,65.76,69.35,72.64,75.33,76.22,73.78,75.94,80.43,84.68,91.39,103.10,112.67,113.53,99.95,92.11,90.31,93.35,92.79,96.32,100.00,105.50,108.81,116.30,121.96,97.34
28,Antigua and Barbuda,East Caribbean Dollar,Implicit Price Deflator - NC,8.85,9.88,12.27,16.02,17.31,19.79,21.78,23.86,26.09,29.01,32.43,34.96,38.59,40.13,42.27,45.31,49.59,52.95,58.20,60.86,61.87,63.48,65.04,66.22,68.37,70.01,72.10,73.42,74.97,76.09,76.94,78.46,79.06,78.13,79.36,83.08,83.38,86.47,90.28,91.94,93.29,94.24,96.16,95.25,97.07,100.00,101.87,100.93,103.30,103.52,105.32
28,Antigua and Barbuda,US dollar,Implicit Price Deflator - USD,11.95,13.51,17.25,22.08,22.76,24.63,22.49,23.86,26.09,29.01,32.43,34.96,38.59,40.13,42.27,45.31,49.59,52.95,58.20,60.86,61.87,63.48,65.04,66.22,68.37,70.01,72.10,73.42,74.97,76.09,76.94,78.46,79.06,78.13,79.36,83.08,83.38,86.47,90.28,91.94,93.29,94.24,96.16,95.25,97.07,100.00,101.87,100.93,103.30,103.52,105.32
32,Argentina,Argentine Peso,GDP Index current prices - NC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,1.25,3.29,4.12,4.30,4.69,4.70,4.95,5.33,5.44,5.16,5.17,4.89,5.69,6.84,8.15,9.78,12.02,15.06,19.31,20.96,27.91,36.59,44.30,56.23,76.90,100.00,138.18,179.03,244.23,360.18,453.79
32,Argentina,US dollar,GDP Index current prices - USD,5.27,6.30,5.94,6.69,7.53,8.01,8.48,9.55,9.89,11.46,12.68,13.13,13.50,14.60,15.43,14.81,17.79,18.28,21.32,12.88,23.75,31.88,38.44,39.78,43.30,43.37,45.75,49.24,50.26,47.67,47.78,45.17,17.15,21.78,25.73,31.11,36.35,44.93,56.70,52.16,66.13,82.21,90.16,95.10,87.93,100.00,86.45,99.80,80.26,69.07,59.40
32,Argentina,US dollar,GDP Index constant prices - USD,38.22,39.66,40.48,42.00,44.27,44.01,44.00,46.81,45.30,48.48,49.19,46.52,45.05,46.90,47.84,44.52,47.70,48.90,47.95,44.59,43.99,48.61,53.62,56.97,60.29,58.58,61.81,66.83,69.40,67.05,66.52,63.59,56.66,61.67,67.24,73.19,79.08,86.20,89.70,84.39,92.94,98.52,97.50,99.85,97.34,100.00,97.92,100.68,98.10,96.05,86.53
32,Argentina,Argentine Peso,Implicit Price Deflator - NC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,2.85,6.77,7.69,7.56,7.77,8.02,8.01,7.98,7.84,7.70,7.78,7.69,10.04,11.09,12.12,13.37,15.20,17.47,21.52,24.83,30.03,37.15,45.43,56.32,79.00,100.00,141.12,177.82,248.97,375.00,524.41
32,Argentina,US dollar,Implicit Price Deflator - USD,13.79,15.90,14.67,15.93,17.00,18.20,19.28,20.40,21.83,23.64,25.78,28.22,29.96,31.13,32.26,33.28,37.30,37.39,44.47,28.88,54.00,65.58,71.70,69.84,71.82,74.04,74.01,73.68,72.42,71.09,71.83,71.04,30.26,35.31,38.27,42.50,45.96,52.12,63.21,61.80,71.16,83.45,92.46,95.24,90.33,100.00,88.29,99.13,81.82,71.91,68.64
51,Armenia,Armenian Dram,GDP Index current prices - NC,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.01,0.08,3.96,11.04,13.98,17.01,20.20,20.88,21.81,24.86,28.81,34.35,40.34,47.42,56.16,66.59,75.45,66.43,73.16,79.88,84.59,90.32,95.74,100.00,100.47,110.33,119.30,129.73,122.56
51,Armenia,US dollar,GDP Index current prices - USD,,,,,,,,,,,,,,,,,,,,,21.81,19.91,11.86,11.07,11.91,13.00,16.14,16.56,19.12,18.65,19.32,21.41,24.01,28.37,36.14,49.52,64.52,93.03,117.85,87.39,93.58,102.49,100.63,105.38,110.01,100.00,99.93,109.23,118.05,129.05,119.78
51,Armenia,US dollar,GDP Index constant prices - USD,,,,,,,,,,,,,,,,,,,,,54.46,48.10,28.02,25.55,26.91,28.76,30.46,31.47,33.78,34.88,36.94,40.47,46.56,53.10,58.66,66.79,75.60,86.00,91.97,78.96,80.71,84.46,90.51,93.46,96.87,100.00,100.17,107.71,113.32,121.96,112.94
51,Armenia,Armenian Dram,Implicit Price Deflator - NC,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.02,0.33,14.70,38.39,45.90,54.04,59.80,59.85,59.03,61.44,61.87,64.70,68.78,71.01,74.29,77.43,82.03,84.13,90.65,94.58,93.46,96.64,98.83,100.00,100.30,102.43,105.28,106.37,108.52
51,Armenia,US dollar,Implicit Price Deflator - USD,,,,,,,,,,,,,,,,,,,,,40.05,41.40,42.34,43.35,44.27,45.20,52.98,52.61,56.60,53.46,52.29,52.90,51.57,53.42,61.62,74.14,85.33,108.18,128.13,110.68,115.94,121.34,111.17,112.76,113.57,100.00,99.76,101.41,104.17,105.81,106.06
533,Aruba,Aruban Guilder,GDP Index current prices - NC,6.67,7.03,7.40,7.79,8.21,8.65,9.11,9.59,10.11,10.64,11.21,11.81,12.44,13.10,13.80,14.54,15.31,18.41,22.52,26.26,28.88,32.93,36.19,40.90,47.04,46.71,48.80,54.18,58.90,60.93,63.23,64.01,66.21,68.99,76.10,79.65,83.36,90.37,95.95,86.19,82.81,89.03,88.26,92.07,94.19,100.00,100.70,104.37,108.08,111.72,84.27
533,Aruba,US dollar,GDP Index current prices - USD,6.67,7.03,7.40,7.79,8.21,8.65,9.11,9.59,10.11,10.64,11.21,11.81,12.44,13.10,13.80,14.54,15.31,18.41,22.52,26.26,28.88,32.93,36.19,40.90,47.04,46.71,48.80,54.18,58.90,60.93,63.23,64.01,66.21,68.99,76.10,79.65,83.36,90.37,95.95,86.19,82.81,89.03,88.26,92.07,94.19,100.00,100.70,104.37,108.08,111.72,84.27
533,Aruba,US dollar,GDP Index constant prices - USD,8.38,9.14,9.97,10.88,11.87,12.95,14.13,15.41,16.81,18.34,20.00,21.82,23.81,25.97,28.33,30.90,33.71,39.13,46.43,52.06,54.12,58.43,61.87,66.39,71.84,73.64,74.56,80.38,85.74,86.73,90.65,89.20,89.31,89.78,96.59,97.77,98.75,102.05,100.81,90.98,88.40,89.41,87.94,93.85,94.06,100.00,101.17,103.76,103.45,102.72,79.80
533,Aruba,Aruban Guilder,Implicit Price Deflator - NC,79.58,76.84,74.19,71.64,69.17,66.79,64.48,62.26,60.12,58.05,56.05,54.12,52.25,50.45,48.72,47.04,45.42,47.05,48.51,50.43,53.37,56.36,58.50,61.60,65.49,63.43,65.46,67.40,68.69,70.25,69.75,71.76,74.14,76.85,78.79,81.47,84.41,88.55,95.18,94.73,93.68,99.58,100.36,98.10,100.14,100.00,99.54,100.59,104.47,108.76,105.61
533,Aruba,US dollar,Implicit Price Deflator - USD,79.58,76.84,74.19,71.64,69.17,66.79,64.48,62.26,60.12,58.05,56.05,54.12,52.25,50.45,48.72,47.04,45.42,47.05,48.51,50.43,53.37,56.36,58.50,61.60,65.49,63.43,65.46,67.40,68.69,70.25,69.75,71.76,74.14,76.85,78.79,81.47,84.41,88.55,95.18,94.73,93.68,99.58,100.36,98.10,100.14,100.00,99.54,100.59,104.47,108.76,105.61
36,Australia,Australian Dollar,GDP Index current prices - NC,2.43,2.68,3.00,3.63,4.28,5.01,5.79,6.32,7.14,8.09,9.16,10.57,11.39,12.85,14.15,15.67,17.20,19.50,22.13,24.32,24.96,25.44,26.70,28.05,29.78,31.77,33.44,35.41,37.34,39.81,42.46,45.42,48.23,51.85,55.54,60.00,65.43,70.89,75.88,78.35,85.30,90.29,92.51,96.26,97.83,100.00,106.12,111.31,117.58,119.55,124.55
36,Australia,US dollar,GDP Index current prices - USD,3.62,4.04,4.75,6.87,8.19,8.73,9.41,9.32,10.88,12.04,13.89,16.18,15.38,15.41,16.53,14.57,15.31,18.18,23.02,25.60,25.93,26.38,26.10,25.39,28.98,31.35,34.83,34.98,31.23,34.19,32.76,31.27,34.88,44.76,54.37,60.99,65.58,78.96,84.72,81.34,104.15,123.97,127.50,123.69,117.38,100.00,105.01,113.56,116.94,110.63,114.09
36,Australia,US dollar,GDP Index constant prices - USD,25.20,26.19,26.87,27.98,28.35,29.09,30.13,30.40,31.63,32.59,33.68,34.80,34.03,35.59,37.46,38.97,39.96,42.26,43.89,45.46,45.28,45.46,47.30,49.18,51.07,53.05,55.15,57.68,60.60,62.99,64.20,66.77,68.77,71.55,73.85,75.91,78.83,81.71,83.30,85.02,87.11,90.52,92.86,95.22,97.30,100.00,102.30,105.32,107.59,107.29,108.82
36,Australia,Australian Dollar,Implicit Price Deflator - NC,9.63,10.23,11.15,12.97,15.11,17.23,19.20,20.78,22.57,24.83,27.20,30.38,33.47,36.10,37.77,40.21,43.05,46.15,50.42,53.50,55.12,55.95,56.45,57.03,58.32,59.89,60.63,61.40,61.62,63.21,66.13,68.02,70.14,72.46,75.21,79.04,83.00,86.76,91.10,92.16,97.92,99.74,99.62,101.09,100.54,100.00,103.73,105.69,109.28,111.43,114.45
36,Australia,US dollar,Implicit Price Deflator - USD,14.36,15.42,17.69,24.55,28.87,30.02,31.23,30.67,34.39,36.95,41.22,46.48,45.19,43.29,44.12,37.38,38.30,43.01,52.44,56.31,57.28,58.01,55.18,51.62,56.75,59.09,63.15,60.66,51.52,54.28,51.03,46.83,50.72,62.55,73.63,80.35,83.20,96.63,101.71,95.68,119.57,136.95,137.30,129.91,120.63,100.00,102.65,107.82,108.68,103.11,104.84
40,Austria,Euro,GDP Index current prices - NC,8.44,9.42,10.76,12.20,13.88,14.73,16.27,17.98,19.02,20.86,22.41,23.88,25.67,27.35,28.72,30.30,31.92,33.14,34.75,37.17,39.95,42.83,45.25,46.74,49.08,51.30,53.02,54.82,57.03,59.21,62.05,64.06,65.86,67.35,70.39,73.80,77.80,82.49,85.33,83.67,85.95,90.08,92.56,94.09,96.77,100.00,103.87,107.29,111.95,115.47,110.18
40,Austria,US dollar,GDP Index current prices - USD,4.03,4.68,5.78,7.73,9.22,10.49,11.25,13.50,16.25,19.37,21.49,18.60,18.67,18.89,17.81,18.17,25.94,32.52,34.92,34.86,43.60,45.52,51.09,49.86,53.31,63.13,62.14,55.73,57.16,56.88,51.54,51.68,55.89,68.54,78.81,82.75,88.00,101.80,112.70,104.80,102.64,112.91,107.23,112.64,115.76,100.00,103.60,109.28,119.21,116.55,113.47
40,Austria,US dollar,GDP Index constant prices - USD,35.39,37.20,39.51,41.44,43.07,42.92,44.88,47.16,47.06,49.58,50.44,50.37,51.38,52.91,52.94,54.26,55.51,56.26,58.11,60.37,63.00,65.16,66.53,66.88,68.49,70.31,71.97,73.47,76.10,78.81,81.47,82.50,83.87,84.65,86.97,88.92,91.99,95.42,96.82,93.17,94.88,97.66,98.32,98.35,99.00,100.00,101.99,104.29,106.90,108.50,101.19
40,Austria,Euro,Implicit Price Deflator - NC,23.84,25.32,27.25,29.44,32.24,34.32,36.25,38.13,40.42,42.08,44.43,47.41,49.95,51.69,54.25,55.85,57.50,58.90,59.80,61.58,63.42,65.73,68.02,69.89,71.66,72.96,73.68,74.61,74.94,75.13,76.16,77.64,78.53,79.56,80.94,83.00,84.57,86.44,88.14,89.80,90.58,92.25,94.14,95.67,97.75,100.00,101.85,102.87,104.73,106.43,108.89
